SKU,In_TWG_Feed,In_WP_Feed,TWG_Stock,TWG_MSRP,TWG_DealerCost,Parsed_Size,Parsed_BoltPattern,Parsed_Offset,Parsed_CB,WP_PartNumber,WP_Brand,WP_Stock,Issue_Summary
4100-4-Z,Yes,No,76,6.94,3.47,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
4102-4-Z,Yes,No,180,6.94,3.47,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
4104-4-Z,Yes,No,527,7.24,3.62,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
4105-4-Z,Yes,No,4,6.94,3.47,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
4106L-4-Z,Yes,No,30,8.88,4.44,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
4107-4-Z,Yes,No,414,6.94,3.47,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
4109-4-Z,Yes,No,148,6.94,3.47,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
4300-4,Yes,No,109,9.77,4.89,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
4302-4,Yes,No,132,9.77,4.89,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
4304-4,Yes,No,63,9.77,4.89,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
4304-4-BLK,Yes,No,134,8.62,4.31,14X1.5,,,,,,,Not in Master WP Feed (likely missing technical metadata)
4304L-4,Yes,No,154,10.51,5.26,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
4304XL-4,Yes,No,65,11.39,5.7,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
4305-4,Yes,No,418,9.77,4.89,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
4305-4-BLK,Yes,No,241,8.62,4.31,12X1.5,,,,,,,Not in Master WP Feed (likely missing technical metadata)
4306L-4,Yes,No,52,10.51,5.26,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
4306L-4-BLK,Yes,No,110,9.27,4.64,14X2.0,,,,,,,Not in Master WP Feed (likely missing technical metadata)
4306XL-4,Yes,No,194,11.39,5.7,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
4307-4,Yes,No,22,9.77,4.89,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
4307-4-BLK,Yes,No,0,8.62,4.31,12X1.25,,,,,,,Not in Master WP Feed (likely missing technical metadata)
4308L-4,Yes,No,15,10.51,5.26,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
4308XL-4,Yes,No,17,11.39,5.7,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
4309-4,Yes,No,144,9.77,4.89,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
4309L-4,Yes,No,377,10.51,5.26,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
4677-4,Yes,No,95,15.04,7.52,12X1.5,,,,,,,Not in Master WP Feed (likely missing technical metadata)
4965-4,Yes,No,367,16.82,8.41,12X1.5,,,,,,,Not in Master WP Feed (likely missing technical metadata)
4966-4,Yes,No,1,16.82,8.41,14X1.5,,,,,,,Not in Master WP Feed (likely missing technical metadata)
4975-4,Yes,No,1477,16.82,8.41,12X1.5,,,,,,,Not in Master WP Feed (likely missing technical metadata)
4976-4,Yes,No,9,16.82,8.41,14X1.5,,,,,,,Not in Master WP Feed (likely missing technical metadata)
5000,Yes,No,500,0.9,0.45,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
5000-0,Yes,No,39,0.73,0.37,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
5002,Yes,No,64,0.9,0.45,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
5002-0,Yes,No,1594,0.73,0.37,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
50020,Yes,No,17,183.99,119.6,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
5005,Yes,No,6429,0.9,0.45,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
5005-0,Yes,No,6965,0.73,0.37,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
50107-DG,Yes,No,2,137.99,96.6,,4-2012,,,,,,Not in Master WP Feed (likely missing technical metadata)
50107-JK,Yes,No,90,138.0,96.6,,7-2018,,,,,,Not in Master WP Feed (likely missing technical metadata)
50108-JK,Yes,No,239,138.0,96.6,,7-2018,,,,,,Not in Master WP Feed (likely missing technical metadata)
50110-JK,Yes,No,83,143.99,100.8,,7-2018,,,,,,Not in Master WP Feed (likely missing technical metadata)
50110-JL,Yes,No,66,229.99,161.0,,8-2024,,,,,,Not in Master WP Feed (likely missing technical metadata)
50205-DG,Yes,No,69,74.99,52.5,,2-2018,,,,,,Not in Master WP Feed (likely missing technical metadata)
50205-GM,Yes,No,0,78.99,55.3,,9-2006,,,,,,Not in Master WP Feed (likely missing technical metadata)
50207-FD,Yes,No,102,155.99,109.2,,5-2024,,,,,,Not in Master WP Feed (likely missing technical metadata)
50207-FD-SHOCKEXT,Yes,No,0,20.0,13.0,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
50208-DG,Yes,No,114,155.99,109.2,,3-2024,,,,,,Not in Master WP Feed (likely missing technical metadata)
50208-DG-SHOCKEXT,Yes,No,0,20.0,13.0,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
50209-FD,Yes,No,24,74.99,52.5,,5-2024,,,,,,Not in Master WP Feed (likely missing technical metadata)
50209-GM,Yes,No,470,39.99,28.0,,7-2024,,,,,,Not in Master WP Feed (likely missing technical metadata)
50306-SU,Yes,No,75,241.99,169.4,,9-2024,,,,,,Not in Master WP Feed (likely missing technical metadata)
50307-DG,Yes,No,49,120.99,84.7,,2-2018,,,,,,Not in Master WP Feed (likely missing technical metadata)
50307-GM,Yes,No,5,120.99,84.7,,5-2022,,,,,,Not in Master WP Feed (likely missing technical metadata)
50307-SU,Yes,No,58,241.99,169.4,,5-2019,,,,,,Not in Master WP Feed (likely missing technical metadata)
50308-SU,Yes,No,41,241.99,169.4,,8-2024,,,,,,Not in Master WP Feed (likely missing technical metadata)
50401-GM,Yes,No,42,114.99,80.5,,1-2019,,,,,,Not in Master WP Feed (likely missing technical metadata)
504011-GM,Yes,No,1,143.99,100.8,,9-2006,,,,,,Not in Master WP Feed (likely missing technical metadata)
504012-GM,Yes,No,79,114.99,80.5,,1-2010,,,,,,Not in Master WP Feed (likely missing technical metadata)
504014-GM,Yes,No,229,137.99,96.6,,0-2024,,,,,,Not in Master WP Feed (likely missing technical metadata)
50501-DG,Yes,No,166,110.0,77.0,,9-2020,,,,,,Not in Master WP Feed (likely missing technical metadata)
50501-GM,Yes,No,37,138.0,96.6,,7-2013,,,,,,Not in Master WP Feed (likely missing technical metadata)
50502-GM,Yes,No,58,138.0,96.6,,4-2018,,,,,,Not in Master WP Feed (likely missing technical metadata)
50506-FD,Yes,No,1,126.99,88.9,,4-2008,,,,,,Not in Master WP Feed (likely missing technical metadata)
50506-GM,Yes,No,2018,120.99,84.7,,7-2024,,,,,,Not in Master WP Feed (likely missing technical metadata)
50506-TN,Yes,No,4,138.0,96.6,,9-2006,,,,,,Not in Master WP Feed (likely missing technical metadata)
50507-FD,Yes,No,165,120.99,84.7,,9-2025,,,,,,Not in Master WP Feed (likely missing technical metadata)
50507-JP,Yes,No,25,138.0,96.6,,5-2010,,,,,,Not in Master WP Feed (likely missing technical metadata)
50507-NN,Yes,No,0,94.99,66.5,,5-2024,,,,,,Not in Master WP Feed (likely missing technical metadata)
50507-T,Yes,No,55,126.99,88.9,,3-2024,,,,,,Not in Master WP Feed (likely missing technical metadata)
505071-DG,Yes,No,2,99.99,69.99,,6-2008,,,,,,Not in Master WP Feed (likely missing technical metadata)
505071-TC,Yes,No,0,138.0,96.6,,5-2022,,,,,,Not in Master WP Feed (likely missing technical metadata)
505072-DG,Yes,No,77,120.99,84.7,,6-2012,,,,,,Not in Master WP Feed (likely missing technical metadata)
505072-NN,Yes,No,95,94.99,66.5,,4-2024,,,,,,Not in Master WP Feed (likely missing technical metadata)
505072-TC,Yes,No,0,110.0,77.0,,5-2019,,,,,,Not in Master WP Feed (likely missing technical metadata)
505072-TN,Yes,No,0,138.0,96.6,,5-2004,,,,,,Not in Master WP Feed (likely missing technical metadata)
505073-TC,Yes,No,137,94.99,66.5,,5-2023,,,,,,Not in Master WP Feed (likely missing technical metadata)
505073-TN,Yes,No,56,94.99,66.5,,7-2021,,,,,,Not in Master WP Feed (likely missing technical metadata)
505074-TN,Yes,No,4,138.0,96.6,,7-2021,,,,,,Not in Master WP Feed (likely missing technical metadata)
50508-FD,Yes,No,100,120.99,84.7,,4-2024,,,,,,Not in Master WP Feed (likely missing technical metadata)
50508-GM,Yes,No,198,120.99,84.7,,7-2024,,,,,,Not in Master WP Feed (likely missing technical metadata)
506012-FD,Yes,No,2,138.0,96.6,,7-2004,,,,,,Not in Master WP Feed (likely missing technical metadata)
506013-FD,Yes,No,58,121.0,84.7,,9-2024,,,,,,Not in Master WP Feed (likely missing technical metadata)
506013-GM,Yes,No,1,115.0,80.5,,1-2010,,,,,,Not in Master WP Feed (likely missing technical metadata)
5077,Yes,No,7353,1.88,0.94,,,12,,,,,Not in Master WP Feed (likely missing technical metadata)
5077-BLK,Yes,No,340,1.88,0.94,,,12,,,,,Not in Master WP Feed (likely missing technical metadata)
5080XL,Yes,No,9,2.08,1.04,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
5094P,Yes,No,1167,4.04,2.02,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
5094P-BLK,Yes,No,2682,4.31,2.16,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
5094PK8,Yes,No,22,127.39,63.7,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
5094PK8-BLK,Yes,No,30,127.39,63.7,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
5094PL,Yes,No,105,4.82,2.41,14X1.5,,,,,,,Not in Master WP Feed (likely missing technical metadata)
5094PPXLK8,Yes,No,236,147.98,73.99,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
5094PPXLK8-BLK,Yes,No,0,147.98,73.99,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
5094PXL,Yes,No,397,4.7,2.35,14X1.5,,,,,,,Not in Master WP Feed (likely missing technical metadata)
5094PXL-BLK,Yes,No,30,4.7,2.35,14X1.5,,,,,,,Not in Master WP Feed (likely missing technical metadata)
5096P,Yes,No,17,4.04,2.02,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
5096P-BLK,Yes,No,528,4.31,2.16,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
5096PK8,Yes,No,16,127.39,63.7,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
5096PK8-BLK,Yes,No,10,127.39,63.7,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
5100,Yes,No,241,0.94,0.47,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
5100-0,Yes,No,730,0.87,0.44,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
5102,Yes,No,672,0.94,0.47,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
5102-0,Yes,No,100,0.87,0.44,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
5105,Yes,No,100,0.94,0.47,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
5105-0,Yes,No,100,0.87,0.44,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
5107,Yes,No,138,0.94,0.47,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
5110,Yes,No,200,0.93,0.47,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
5112,Yes,No,104,0.93,0.47,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
5115,Yes,No,200,0.93,0.47,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
5117,Yes,No,100,0.93,0.47,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
5120,Yes,No,532,1.33,0.67,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
5120-0,Yes,No,60,1.1,0.55,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
5122,Yes,No,134,1.33,0.67,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
5122-0,Yes,No,112,1.33,0.67,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
5123,Yes,No,152,54.99,35.75,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
5125-0,Yes,No,6337,1.33,0.67,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
5125-1,Yes,No,155,1.33,0.67,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
5126,Yes,No,396,149.99,97.5,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
5126-HARDWARE,Yes,No,50,10.0,6.5,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
5126-RAW,Yes,No,0,142.0,92.3,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
5127-1,Yes,No,3142,1.33,0.67,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
5129,Yes,No,0,506.0,328.9,,5-2023,,,,,,Not in Master WP Feed (likely missing technical metadata)
5136,Yes,No,15,119.99,78.0,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
5139,Yes,No,317,70.99,46.15,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
5140,Yes,No,4,67.99,44.2,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
5141-B,Yes,No,32,94.99,61.75,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
5141-M,Yes,No,22,94.99,61.75,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
5142,Yes,No,158,27.99,18.2,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
5143,Yes,No,453,20.99,13.65,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
5145,Yes,No,156,143.99,93.6,,7-2024,,,,,,Not in Master WP Feed (likely missing technical metadata)
5145-HDW,Yes,No,15,8.0,5.2,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
5146,Yes,No,0,94.99,61.75,,7-2024,,,,,,Not in Master WP Feed (likely missing technical metadata)
5147,Yes,No,68,339.99,221.0,,7-2024,,,,,,Not in Master WP Feed (likely missing technical metadata)
5160,Yes,No,36,701.99,456.3,,7-2024,,,,,,Not in Master WP Feed (likely missing technical metadata)
5160-HDW,Yes,No,10,40.0,26.0,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
5165,Yes,No,136,87.99,57.2,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
5168,Yes,No,4332,18.99,12.35,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
5169,Yes,No,2162,32.99,21.45,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
5200,Yes,No,360,0.9,0.45,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
5200L,Yes,No,308,1.0,0.5,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
5201,Yes,No,95,0.9,0.45,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
5202,Yes,No,151,0.9,0.45,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
5202L,Yes,No,152,1.0,0.5,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
5205,Yes,No,300,0.9,0.45,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
5205L,Yes,No,81,1.0,0.5,12X1.50,,,,,,,Not in Master WP Feed (likely missing technical metadata)
5207,Yes,No,384,0.9,0.45,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
5294-BRNGKIT,Yes,No,0,52.0,33.8,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
5295-TRMNT,Yes,No,1,29.0,18.85,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
5297,Yes,No,4,597.99,388.7,,7-2018,,,,,,Not in Master WP Feed (likely missing technical metadata)
5298,Yes,No,2,597.99,388.7,,8-2024,,,,,,Not in Master WP Feed (likely missing technical metadata)
5298-CAMERA,Yes,No,8,10.0,6.5,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
5298-HDW,Yes,No,19,186.0,120.9,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
5307-GM,Yes,No,0,115.0,80.5,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
5350,Yes,No,13860,0.56,0.28,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
5350K5,Yes,No,9,31.08,15.54,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
5352,Yes,No,3685,0.56,0.28,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
5352K5,Yes,No,14,31.08,15.54,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
5352K6,Yes,No,27,31.08,15.54,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
5354,Yes,No,26098,0.56,0.28,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
5354K6,Yes,No,106,31.08,15.54,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
5355,Yes,No,6621,0.56,0.28,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
5355K6,Yes,No,180,31.08,15.54,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
5356,Yes,No,5200,0.56,0.28,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
5356K6,Yes,No,8,31.08,15.54,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
5357,Yes,No,1730,0.56,0.28,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
5357K6,Yes,No,83,31.08,15.54,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
5358,Yes,No,8114,0.56,0.28,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
5358K5,Yes,No,22,31.08,15.54,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
5359,Yes,No,4586,0.56,0.28,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
5359K5,Yes,No,23,31.08,15.54,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
5363,Yes,No,911,2.18,1.09,14X1.25,,17,,,,,Not in Master WP Feed (likely missing technical metadata)
5363-40,Yes,No,2991,2.34,1.17,14X1.25,,,,,,,Not in Master WP Feed (likely missing technical metadata)
5363-40-BLK,Yes,No,320,2.34,1.17,14X1.25,,,,,,,Not in Master WP Feed (likely missing technical metadata)
5363-43,Yes,No,610,2.47,1.24,14X1.25,,,,,,,Not in Master WP Feed (likely missing technical metadata)
5363-43-BLK,Yes,No,0,2.47,1.24,14X1.25,,,,,,,Not in Master WP Feed (likely missing technical metadata)
5365,Yes,No,190,2.18,1.09,12X1.50,,17,,,,,Not in Master WP Feed (likely missing technical metadata)
5365-40,Yes,No,130,2.34,1.17,12X1.5,,,,,,,Not in Master WP Feed (likely missing technical metadata)
5365-40-BLK,Yes,No,385,2.34,1.17,12X1.5,,,,,,,Not in Master WP Feed (likely missing technical metadata)
5365-43,Yes,No,160,2.47,1.24,12X1.50,,,,,,,Not in Master WP Feed (likely missing technical metadata)
5365-43-BLK,Yes,No,480,2.47,1.24,12X1.50,,,,,,,Not in Master WP Feed (likely missing technical metadata)
5365-BLK,Yes,No,49,1.99,1.0,12X1.5,,,,,,,Not in Master WP Feed (likely missing technical metadata)
5366,Yes,No,3454,2.18,1.09,14X1.50,,17,,,,,Not in Master WP Feed (likely missing technical metadata)
5366-40,Yes,No,10,2.34,1.17,14X1.5,,,,,,,Not in Master WP Feed (likely missing technical metadata)
5366-40-BLK,Yes,No,0,2.34,1.17,14X1.5,,,,,,,Not in Master WP Feed (likely missing technical metadata)
5366-43,Yes,No,54,2.47,1.24,14X1.5,,,,,,,Not in Master WP Feed (likely missing technical metadata)
5366-43-BLK,Yes,No,1932,2.47,1.24,14X1.5,,,,,,,Not in Master WP Feed (likely missing technical metadata)
5366-BLK,Yes,No,980,1.99,1.0,14X1.5,,,,,,,Not in Master WP Feed (likely missing technical metadata)
5367,Yes,No,1102,2.18,1.09,12X1.25,,17,,,,,Not in Master WP Feed (likely missing technical metadata)
5367-40,Yes,No,25,2.34,1.17,12X1.25,,,,,,,Not in Master WP Feed (likely missing technical metadata)
5367-40-BLK,Yes,No,260,2.34,1.17,12X1.25,,,,,,,Not in Master WP Feed (likely missing technical metadata)
5367-43,Yes,No,280,2.47,1.24,12X1.25,,,,,,,Not in Master WP Feed (likely missing technical metadata)
5367-43-BLK,Yes,No,430,2.47,1.24,12X1.25,,,,,,,Not in Master WP Feed (likely missing technical metadata)
5369,Yes,No,0,2.18,1.09,12X1.75,,17,,,,,Not in Master WP Feed (likely missing technical metadata)
5375,Yes,No,2677,2.18,1.09,12X1.50,,17,,,,,Not in Master WP Feed (likely missing technical metadata)
5376,Yes,No,360,2.18,1.09,14X1.50,,17,,,,,Not in Master WP Feed (likely missing technical metadata)
5376-BLK,Yes,No,240,1.99,1.0,14X1.5,,,,,,,Not in Master WP Feed (likely missing technical metadata)
5390,Yes,No,5280,1.04,0.52,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
5390-0,Yes,No,750,0.84,0.42,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
5390-BLK,Yes,No,0,1.11,0.56,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
5392,Yes,No,4071,1.04,0.52,,,,,,,,Not in Master WP Feed (likely missing technical metadata)
5394-0,Yes,No,729,0.84,0.42,,,14,,,,,Not in Master WP Feed (likely missing technical metadata)
5394L,Yes,No,1697,1.35,0.68,14X1.5,,,,,,,Not in Master WP Feed (likely missing technical metadata)
5394L-BLK,Yes,No,0,1.35,0.68,14X1.5,,,,,,,Not in Master WP Feed (likely missing technical metadata)
5395,Yes,No,1595,1.04,0.52,,,12,,,,,Not in Master WP Feed (likely missing technical metadata)
